Results from query to NASA/IPAC Extragalactic Database (NED),,,,,,,,,,,,,,,,
which is funded by the National Aeronautics and Space Administration.,,,,,,,,,,,,,,,,
and operated by the California Institute of Technology.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
queryDateTime:2024-06-24T19:36:45PDT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Main Information Table for All Sky,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Equinox:J2000.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CoordSystem:Equatorial,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
474,NGC 3626,170.01588,18.35684,G,1494,0.004983,S1L,11.9g,0,262,10,86,42,28,12,0
475,MESSIER 066,170.06235,12.99154,G,722,0.002408,S1L,9.65,0,1348,26,365,128,47,11,0
476,NGC 3628,170.07071,13.58968,G,846,0.002822,S1L,10.2B,0,708,27,214,77,46,11,0
477,NGC 3631,170.26198,53.16957,G,1156,0.003856,SUN,11.01,0,375,8,95,51,24,11,2
478,NGC 3640,170.27854,3.23483,G,1298,0.00433,UUN,11.36,0,294,7,108,38,20,7,0
479,NGC 3646,170.4295,20.16955,G,4246,0.014163,S1L,11.1B,0,195,6,72,26,22,12,0
480,NGC 3642,170.57455,59.07451,G,1585,0.005287,S1L,12.6g,0,243,9,110,35,22,16,0
481,NGC 3666,171.10862,11.34222,G,1060,0.003536,SUN,12.8g,0,171,4,85,46,37,11,0
482,NGC 3665,171.18197,38.76285,G,2069,0.006901,UUN,11.9g,0,370,10,135,54,28,12,2
483,NGC 3672,171.26029,-9.79539,G,1871,0.006241,S1L,12.2,0,245,8,68,26,23,7,0
484,NGC 3673,171.30354,-26.73672,G,1940,0.006471,S1L,12.34,0,114,5,60,24,21,18,0
485,NGC 3675,171.53575,43.58592,G,770,0.002568,SUN,11,0,332,9,104,34,24,7,1
486,NGC 3681,171.62417,16.86319,G,1232,0.004109,SLS,11.9,0,179,8,82,47,24,11,0
487,NGC 3684,171.79665,17.03017,G,1163,0.003879,SUN,12,0,215,7,79,38,24,12,0
488,NGC 3686,171.93321,17.22418,G,1157,0.003859,UUN,11.89,0,234,8,80,35,20,14,0
489,NGC 3690,172.13458,58.56194,GPair,3121,0.010411,SUN,13.1B,0,536,19,203,35,23,2,1
490,NGC 3706,172.43512,-36.39131,G,2977,0.00993,SUN,12.38,0,142,5,65,16,12,19,0
491,NGC 3705,172.53108,9.27664,G,1018,0.003396,SUN,11.86,0,208,9,75,34,30,8,1
492,NGC 3717,172.88329,-30.30775,G,1733,0.005781,SUN,12.24,0,124,7,83,21,18,19,0
493,NGC 3718,173.14522,53.06792,G,993,0.003312,SUN,11.59,0,374,11,161,55,34,12,0
494,NGC 3726,173.33801,47.02921,G,864,0.002882,S1L,10.91,0,398,9,141,38,24,11,0
495,NGC 3729,173.45552,53.12555,G,1060,0.003536,UUN,12.03,0,223,8,131,43,28,13,0
496,NGC 3738,173.95329,54.52389,G,236,0.000787,UUN,12.13,0,283,15,70,42,17,7,1
497,NGC 3735,173.98875,70.53558,G,2696,0.008993,S1L,12.5,0,198,6,93,44,22,7,1
498,MRK 0180,174.11004,70.15758,G,13491,0.045,SUN,15.5,0,358,8,102,58,38,2,3
499,NGC 3756,174.20007,54.29356,G,1289,0.0043,S1L,12.11,0,214,6,120,46,27,19,0
500,NGC 3769,174.43379,47.89308,G,737,0.002459,SUN,12.5g,0,230,6,98,38,30,11,1
501,NGC 3810,175.24483,11.47114,G,992,0.003309,S1L,12.0g,0,390,9,131,44,37,16,3
502,NGC 3862,176.27087,19.60632,G,6474,0.021595,SLS,13.67,0,574,15,223,66,53,12,1
503,NGC 3877,176.53208,47.49435,G,895,0.002985,S1L,12.1g,0,428,6,136,55,28,14,1
504,NGC 3887,176.76904,-16.85461,G,1208,0.004029,SUN,11.41,0,179,8,87,27,16,6,0
505,NGC 3893,177.15912,48.71083,G,967,0.003226,SUN,11.16,0,406,8,116,39,23,7,0
506,NGC 3894,177.20983,59.41566,G,3230,0.010773,SLS,12.63,0,249,8,129,52,30,13,1
507,NGC 3900,177.28942,27.02204,G,1800,0.006004,S1L,12.5g,0,213,6,89,33,22,12,0
508,NGC 3904,177.30508,-29.27675,G,1576,0.005257,SUN,11.83,0,182,6,77,21,15,18,0
509,NGC 3898,177.31404,56.08436,G,1157,0.003859,UUN,11.6,0,329,15,74,43,23,8,3
510,NGC 3917,177.6893,51.82466,G,965,0.003218,SUN,12.51,0,205,5,105,27,18,11,0
511,NGC 3923,177.75706,-28.80602,G,1739,0.005801,SUN,10.8,0,364,8,124,37,19,22,0
512,NGC 3936,178.08579,-26.90589,G,2013,0.006715,SUN,12.76,0,99,3,63,23,18,17,0
513,NGC 3938,178.20604,44.12072,G,808,0.002695,UUN,10.8B,0,552,13,191,63,23,8,0
514,NGC 3941,178.23066,36.98633,G,922,0.003075,SUN,11.25,0,270,10,90,38,22,11,0
515,NGC 3945,178.30721,60.67556,G,1281,0.004273,UUN,11.8,0,252,7,115,36,14,9,0
516,NGC 3949,178.42384,47.85871,G,800,0.002669,UUN,11.7g,0,365,9,160,50,26,11,1
517,NGC 3953,178.45382,52.32677,G,1050,0.003502,S1L,9.88B,0,413,9,117,45,30,8,2
518,NGC 3955,178.48811,-23.16418,G,1491,0.004973,SUN,12.89,0,130,4,97,25,14,19,0
519,NGC 3962,178.66708,-13.97503,G,1815,0.006054,SUN,12.5,0,189,7,103,24,13,6,0
520,NGC 3981,179.03104,-19.89617,G,1723,0.005747,UUN,12.08,0,127,8,80,22,18,17,0
521,NGC 3982,179.1172,55.12524,G,1112,0.00371,UUN,12.0g,0,604,20,278,85,48,16,1
522,MESSIER 109,179.39992,53.37453,G,1048,0.003496,SUN,10.6,0,425,10,80,34,23,8,0
523,NGC 3998,179.48389,55.45359,G,1048,0.003496,UUN,11.61,0,608,22,224,71,47,10,0
524,NGC 4013,179.63075,43.94658,G,831,0.002773,SUN,12.1B,0,366,8,101,56,32,12,1
525,IC 0750,179.71751,42.72247,G,701,0.002337,SUN,12.8g,0,197,7,127,38,29,15,0
526,NGC 4026,179.85496,50.96169,G,985,0.003286,UUN,11.67,0,283,8,103,38,18,9,0
527,NGC 4027,179.87571,-19.26522,G,1671,0.005574,SUN,11.66,0,242,14,78,23,16,19,0
528,NGC 4030,180.09844,-1.10009,G,1458,0.004863,S1L,11.6g,0,383,11,120,65,39,11,0
529,SDSS J120125.49+615339.7,180.35621,61.89439,PofG,1498,0.004997,SLS,11.6g,0,1,0,20,3,2,4,0
530,NGC 4036,180.36147,61.89578,G,1385,0.00462,UUN,11.7g,0,292,10,141,45,19,14,0
531,NGC 4038,180.47088,-18.86761,G,1624,0.005417,SUN,11.2,0,664,16,85,37,23,26,21
532,ARP 244,180.47208,-18.87694,GPair,1705,0.005688,S1L,13,0,401,9,64,16,7,2,2
533,NGC 4039,180.47296,-18.88619,G,1641,0.005474,SUN,11.08,0,435,14,82,24,13,27,31
534,NGC 4041,180.55084,62.13722,G,1215,0.004053,S1L,12.1g,0,285,11,126,42,26,15,0
535,NGC 4045,180.67599,1.97681,G,1961,0.006542,SLS,12.9g,0,245,6,128,58,48,16,0
536,NGC 4051,180.79006,44.53133,G,700,0.002336,SUN,10.83,0,1548,40,425,129,94,10,0
537,NGC 4062,181.01596,31.89581,G,758,0.002528,UUN,12.5g,0,312,10,135,41,28,11,1
538,NGC 4064,181.04648,18.44342,G,907,0.003025,S1L,12.22,0,206,5,87,33,22,12,0
539,NGC 4073,181.11277,1.89597,G,5912,0.019719,SLS,12.9g,0,181,4,103,40,40,15,0
540,NGC 4088,181.39246,50.53903,G,746,0.002488,S1L,11.15,0,463,16,229,49,34,8,2
541,NGC 4096,181.50471,47.47844,G,572,0.001908,S1L,12.3g,0,311,7,108,53,29,12,0
542,NGC 4100,181.53522,49.58268,G,1074,0.003584,SUN,11.89,0,288,8,120,41,28,12,0
543,NGC 4102,181.5958,52.71108,G,846,0.002823,SUN,12.3g,0,430,14,239,64,45,19,0
544,NGC 4105,181.66987,-29.76022,G,1858,0.006198,SUN,11.6,0,154,8,63,17,13,17,0
545,NGC 4106,181.68667,-29.76831,G,2150,0.007172,SUN,12.36,0,100,9,17,9,6,15,0
546,NGC 4111,181.76305,43.06572,G,788,0.002628,S1L,11.63,0,361,16,159,52,32,10,0
547,NGC 4112,181.78946,-40.20817,G,2714,0.009053,SUN,12.82,0,40,2,43,11,8,17,0
548,NGC 4125,182.02508,65.17414,G,1281,0.004273,SLS,10.65,0,428,14,217,51,29,10,1
549,NGC 4119,182.04008,10.37889,G,1651,0.005507,SLS,12.3g,0,177,4,104,36,23,11,0
550,NGC 4123,182.0463,2.87828,G,1327,0.004426,SUN,12.9g,0,356,7,123,46,40,16,0
551,NGC 4136,182.32372,29.92762,G,606,0.002021,UUN,11.69,0,271,10,126,48,20,11,0
552,NGC 4138,182.37408,43.68531,G,874,0.002915,S1L,12.16,0,379,10,228,69,46,9,0
553,NGC 4143,182.40027,42.53417,G,946,0.003156,UUN,11.9g,0,256,11,140,39,21,15,0
554,NGC 4144,182.49417,46.45717,G,265,0.000884,S1L,12.05,0,265,6,100,45,24,8,0
555,NGC 4145,182.50633,39.88386,G,1009,0.003366,UUN,11.78,0,194,8,68,26,18,8,0
556,NGC 4151,182.63574,39.40573,G,997,0.003326,UUN,11.5,0,2496,51,558,112,92,18,2
557,NGC 4150,182.64021,30.40153,G,208,0.000694,UUN,12.44,0,307,17,150,38,19,7,1
558,NGC 4157,182.76821,50.48467,G,771,0.002572,S1L,12.15,0,390,4,106,51,26,8,0
559,NGC 4162,182.96863,24.12367,G,2572,0.008579,S1L,12.87,0,169,6,74,35,28,7,0
560,NGC 4168,183.07195,13.20519,G,2273,0.007582,SLS,12.4g,0,398,13,193,47,36,11,1
561,NGC 4178,183.19354,10.86597,G,374,0.001248,S1L,11.9,0,390,7,103,47,32,7,1
562,NGC 4179,183.21714,1.29969,G,1300,0.004336,UUN,12.1g,0,201,5,109,35,21,12,0
563,NGC 4183,183.32033,43.69858,G,929,0.003099,S1L,12.9g,0,212,6,93,40,26,11,0
564,NGC 4203,183.77106,33.19733,G,1086,0.003623,SUN,11.8,0,461,20,201,61,31,9,0
565,NGC 4206,183.82003,13.02398,G,703,0.002345,S1L,13.0g,0,264,4,120,41,31,16,0
566,ESO 380- G 006,183.89279,-35.62975,G,2947,0.00983,SUN,12.66,0,58,3,55,15,12,18,0
567,NGC 4214,183.91321,36.32689,G,291,0.000971,UUN,10.24,0,803,25,144,80,35,8,0
568,NGC 4217,183.96208,47.09178,G,1028,0.003429,S1L,12.04,0,303,6,99,54,25,8,2
569,NGC 4216,183.97683,13.14939,G,131,0.000437,SUN,10.99,0,438,12,122,56,31,9,0
570,NGC 4220,184.0488,47.88326,G,914,0.003049,SUN,12.2g,0,193,8,140,50,31,16,0
571,NGC 4219,184.11383,-43.32425,G,1989,0.006635,UUN,12.71,0,92,6,69,18,18,19,0
572,NGC 4224,184.14077,7.46209,G,2585,0.008621,SLS,12.8g,0,185,2,115,39,33,15,0
573,NGC 4236,184.1755,69.46258,G,0,0,SUN,10.05,0,423,16,115,39,14,8,0
574,NGC 4235,184.29117,7.19158,G,2263,0.007548,SLS,12.5g,0,424,16,198,62,46,16,0
575,NGC 4237,184.29758,15.32398,G,864,0.002881,SLS,12.4g,0,291,5,135,49,35,19,1
576,NGC 4244,184.37358,37.80711,G,244,0.000815,SUN,10.88,0,470,15,94,52,25,7,1
577,NGC 4242,184.37574,45.6193,G,515,0.001718,S1L,11.2B,0,301,7,87,42,24,15,0
578,UGC 07321,184.3917,22.54015,G,408,0.001361,SUN,14.0g,0,217,1,116,42,29,11,0
579,NGC 4245,184.40322,29.60801,G,869,0.002899,SLS,12.31,0,214,9,88,31,21,8,0
580,NGC 4251,184.53437,28.17539,G,1066,0.003556,UUN,11.58,0,219,6,85,33,21,8,0
581,NGC 4256,184.67952,65.89825,G,2489,0.008303,SLS,12.7,0,97,4,68,23,13,11,0
582,MESSIER 099,184.70668,14.41651,G,2406,0.008026,S1L,10.44,0,976,21,291,110,42,12,0
583,MESSIER 106,184.7396,47.30397,G,461,0.001538,S1L,8.41V,0,1378,35,237,97,59,12,0
584,NGC 4260,184.84267,6.09868,G,1776,0.005924,SLS,12.5g,0,193,8,96,42,29,15,0
585,NGC 4261,184.84675,5.82522,G,2177,0.007261,SLS,11.41,0,1032,33,267,90,65,10,0
586,NGC 4262,184.8774,14.87765,G,1359,0.004533,SUN,12.49,0,353,12,123,51,30,11,0
587,NGC 4267,184.93848,12.79828,G,1021,0.003406,UUN,11.86,0,276,6,135,43,24,11,0
588,NGC 4274,184.9608,29.61448,G,930,0.003102,SUN,11.34,0,301,10,74,32,21,8,0
589,NGC 4278,185.02843,29.28076,G,649,0.002165,SUN,11.2,0,915,31,328,86,40,16,0
590,NGC 4291,185.07583,75.37083,G,1757,0.005861,SUN,12.43,0,310,6,42,26,17,7,0
591,NGC 4281,185.08968,5.38639,G,2671,0.008909,UUN,12.25,0,219,8,101,33,21,10,0
592,NGC 4293,185.30371,18.38239,G,900,0.003003,SLS,11.26,0,334,9,129,43,25,12,0
593,NGC 4298,185.3865,14.60617,G,1124,0.003749,SLS,12.5g,0,346,8,104,58,37,11,2
594,NGC 4302,185.427,14.59831,G,1098,0.003663,SLS,13.6g,0,332,9,80,58,35,11,2
595,ESO 321- G?026,185.46875,-38.78972,G,3115,0.010389,S1L,15.5,0,16,1,10,5,2,13,0
596,MESSIER 061,185.47873,4.47365,G,1566,0.005224,UUN,10.18,0,981,33,226,75,35,14,0
597,NGC 4312,185.63067,15.53792,G,158,0.000526,SLS,12.53,0,194,4,84,46,28,8,0
598,NGC 4314,185.6326,29.89589,G,963,0.003212,SUN,11.43,0,441,21,96,32,18,12,2
599,NGC 4313,185.6606,11.80093,G,1431,0.004773,SLS,12.5g,0,177,3,95,44,30,14,0
600,MESSIER 100,185.72846,15.82182,G,1571,0.00524,UUN,9.84B,0,1662,38,324,119,51,13,0
601,NGC 4324,185.77574,5.25034,G,1667,0.005561,S1L,12.51,0,255,6,105,46,33,12,0
602,NGC 4346,185.86642,46.99383,G,832,0.002775,UUN,12.14,0,134,2,65,31,17,6,0
603,NGC 4339,185.89562,6.08175,G,1266,0.004223,UUN,12.26,0,255,5,68,37,24,8,0
604,NGC 4340,185.89703,16.72236,G,933,0.003112,UUN,12.1,0,298,11,93,36,23,12,0
605,NGC 4350,185.99111,16.69341,G,1210,0.004036,UUN,11.94,0,347,15,132,50,24,8,0
606,NGC 4365,186.11785,7.31767,G,1243,0.004146,UUN,10.52,0,702,16,149,54,37,7,0
607,NGC 4369,186.15083,39.383,G,1015,0.003386,S1L,12.33,0,232,8,104,41,28,8,0
608,NGC 4371,186.23096,11.70421,G,933,0.003112,UUN,11.79,0,339,9,108,50,23,8,0
609,MESSIER 084,186.2656,12.88698,G,1017,0.003392,UUN,10.09,0,1649,41,359,95,57,7,0
610,NGC 4373,186.32425,-39.75972,G,3396,0.011328,SUN,11.9,0,118,6,62,10,14,19,0
611,NGC 4378,186.32543,4.92515,G,2559,0.008536,SUN,12.63,0,262,5,99,43,29,12,0
612,NGC 4380,186.34238,10.01681,G,963,0.003212,S1L,13.0g,0,294,4,103,50,39,12,0
613,MESSIER 085,186.35045,18.19149,G,729,0.002432,SUN,10,0,586,15,146,41,25,11,0
614,NGC 4388,186.44478,12.66209,G,2524,0.008419,SUN,12.1g,0,1132,29,382,140,88,16,0
615,NGC 4395,186.45359,33.54693,G,319,0.001064,SUN,10.64,0,868,31,210,103,59,17,0
616,NGC 4394,186.48136,18.21406,G,922,0.003075,SUN,11.73,0,419,9,93,44,24,10,0
617,NGC 4414,186.61292,31.22353,G,708,0.002362,S1L,10.96,0,552,16,159,53,31,7,1
618,NGC 4417,186.71088,9.58426,G,828,0.002762,UUN,12,0,290,6,101,42,27,8,0
619,NGC 4421,186.76058,15.46148,G,1551,0.005174,SLS,12.6g,0,142,2,100,27,20,16,0
620,NGC 4424,186.79838,9.42067,G,437,0.001458,S1L,12.34,0,372,9,83,51,35,8,3
621,NGC 4429,186.86045,11.10771,G,1104,0.003683,UUN,11.02,0,344,5,120,45,23,12,0
622,IC 3370,186.90554,-39.33778,G,2930,0.009773,SUN,11.99,0,163,9,87,18,17,19,0
623,NGC 4435,186.9187,13.07895,G,791,0.002638,UUN,11.8g,0,431,12,190,60,27,14,0
624,NGC 4438,186.93997,13.00883,G,71,0.000237,SUN,11.02,0,557,20,143,55,33,8,0
625,NGC 4442,187.01618,9.80371,G,547,0.001825,UUN,11.38,0,315,4,109,48,23,8,0
626,NGC 4449,187.04626,44.09363,G,207,0.00069,SUN,9.99,0,814,22,154,69,29,12,1
627,NGC 4448,187.06429,28.62031,G,658,0.002195,S1L,12,0,240,8,81,38,22,8,0
628,NGC 4450,187.12346,17.08494,G,1956,0.006525,SUN,10.9,0,567,17,245,72,33,11,0
629,NGC 4457,187.24588,3.57058,G,882,0.002942,SUN,11.76,0,329,11,121,58,34,8,2
630,NGC 4459,187.25004,13.97837,G,1192,0.003976,UUN,11.32,0,546,17,178,63,32,10,0
631,NGC 4461,187.26256,13.18376,G,1924,0.006418,UUN,12.09,0,271,4,116,46,25,12,2
632,NGC 4469,187.36679,8.74992,G,588,0.001962,SLS,12.0g,0,194,3,85,38,24,10,0
633,MESSIER 049,187.44484,8.00048,G,981,0.003272,UUN,9.37,0,1424,27,270,76,53,11,0
634,NGC 4473,187.45363,13.42936,G,2244,0.007485,SUN,11.16,0,645,16,193,58,37,7,0
635,NGC 4474,187.47311,14.06859,G,1611,0.005374,UUN,12.5g,0,285,5,103,43,28,12,0
636,NGC 4477,187.50916,13.6366,G,1338,0.004463,UUN,11.38,0,417,8,178,56,25,15,0
637,NGC 4478,187.57257,12.32855,G,1349,0.0045,SUN,12.36,0,484,10,135,45,27,11,0
638,NGC 4490,187.651,41.6439,G,565,0.001885,SUN,10.22,0,606,11,156,61,32,12,1
639,MESSIER 087,187.70593,12.39112,G,1284,0.004283,UUN,9.59,0,3364,55,506,122,77,14,1
640,NGC 4486A,187.74046,12.27036,G,758,0.002528,UUN,14,0,194,9,73,34,19,7,0
641,NGC 4487,187.76858,-8.05392,G,1036,0.003456,UUN,12.26,0,216,5,51,23,14,6,0
642,NGC 4494,187.85043,25.77525,G,1342,0.004476,UUN,10.71,0,460,15,113,44,26,7,0
643,NGC 4496A,187.91338,3.93947,G,1730,0.005771,SUN,11.94,0,249,7,52,39,27,4,0
644,MESSIER 088,187.9965,14.42039,G,2284,0.007619,S1L,9.56B,0,827,21,205,74,45,11,1
645,NGC 4503,188.02597,11.17642,G,1334,0.00445,UUN,12.05,0,254,5,98,32,19,12,0
646,NGC 4504,188.07271,-7.56344,G,998,0.003329,S1L,12.5,0,146,4,59,27,16,6,0
647,NGC 4517,188.18996,0.11503,G,1126,0.003756,S1L,11.1,0,315,6,91,61,36,7,2
648,NGC 4526,188.51286,7.69952,G,617,0.002058,UUN,10.66,0,817,14,145,61,39,8,0
649,NGC 4527,188.53509,2.65366,G,1736,0.005791,SUN,11.38,0,688,12,116,51,33,8,0
650,NGC 4531,188.5662,13.07532,G,90,0.000301,SLS,12.42,0,157,2,73,35,23,7,0
651,NGC 4535,188.58462,8.19775,G,1964,0.006551,S1L,10.59,0,636,13,112,65,36,8,1
652,NGC 4536,188.61271,2.18814,G,1808,0.006031,SUN,11.16,0,901,16,276,95,43,12,0
653,MESSIER 091,188.86022,14.49634,G,486,0.001621,SUN,10.96,0,586,14,94,59,28,8,0
654,NGC 4546,188.87296,-3.79319,G,1057,0.003526,UUN,11.3,0,213,9,108,38,18,6,0
655,NGC 4550,188.87743,12.22082,G,459,0.001531,UUN,12.3g,0,481,14,204,58,32,12,0
656,NGC 4551,188.90814,12.26398,G,1176,0.003923,UUN,12.97,0,375,7,150,40,28,10,0
657,MESSIER 089,188.91586,12.55634,G,340,0.001134,SUN,10.73,0,866,26,334,75,37,16,0
658,NGC 4559,188.99019,27.95999,G,814,0.002715,S1L,10.46,0,588,15,265,75,36,9,1
659,NGC 4565,189.08658,25.98767,G,1282,0.004276,S1L,10.42,0,738,22,188,68,34,8,0
660,NGC 4564,189.11243,11.43928,G,1142,0.003809,SUN,12.05,0,603,15,154,53,33,8,0
661,NGC 4567,189.13629,11.258,G,2247,0.007495,S1L,12.6g,0,350,12,102,45,36,11,1
662,NGC 4568,189.14275,11.23889,G,2232,0.007446,SLS,12.5g,0,429,15,111,48,37,11,1
663,NGC 4570,189.2225,7.24664,G,1787,0.005961,UUN,11.84,0,345,11,125,48,22,8,0
664,NGC 4571,189.23491,14.21735,G,332,0.001107,SLS,11.82,0,340,7,79,42,25,11,0
665,NGC 4589,189.35412,74.19192,G,1980,0.006605,UUN,11.69,0,286,14,141,43,21,8,0
666,NGC 4578,189.37734,9.55507,G,2292,0.007645,UUN,12.38,0,299,6,88,41,23,8,0
667,MESSIER 058,189.43134,11.81819,G,1517,0.00506,S1L,10.48,0,1054,26,433,102,52,15,0
668,NGC 4586,189.61833,4.31908,G,780,0.002603,SLS,12.7g,0,184,4,84,39,30,12,0
669,NGC 4592,189.82807,-0.53201,G,1069,0.003566,S1L,12.5g,0,171,3,75,46,36,11,0
670,NGC 4593,189.91427,-5.34426,G,2492,0.008312,SUN,11.67,0,924,23,289,78,64,6,1
671,NGC 4596,189.98311,10.17614,G,1892,0.006311,UUN,11.35,0,367,11,129,47,27,8,0
672,NGC 4605,189.99742,61.60919,G,136,0.000454,UUN,10.89,0,335,11,120,38,17,8,1
673,MESSIER 104,189.99763,-11.62305,G,1089,0.003633,SLS,8.98,0,1038,25,357,98,42,7,0
674,NGC 4603,190.23004,-40.97639,G,2592,0.008647,S1L,12.29,0,128,6,60,14,15,18,0
675,NGC 4608,190.30536,10.15566,G,1850,0.006171,UUN,11.97,0,208,6,73,31,24,10,0
676,NGC 4612,190.38646,7.31488,G,1775,0.005921,UUN,12.3g,0,232,9,127,40,23,10,0
677,NGC 4618,190.38688,41.15078,G,544,0.001815,SUN,11.22,0,363,12,132,55,27,8,1
678,MESSIER 059,190.50935,11.64703,G,467,0.001558,UUN,10.57,0,679,17,220,57,29,11,0
679,NGC 4631,190.53338,32.5415,G,610,0.002035,UUN,9.75,0,895,25,268,91,41,7,0
680,NGC 4638,190.6976,11.44251,G,1152,0.003843,UUN,12.1g,0,295,9,127,41,23,15,0
681,NGC 4636,190.70761,2.68778,G,938,0.003129,SUN,10.43,0,855,21,167,66,49,11,0
682,NGC 4639,190.71828,13.2574,G,1018,0.003395,S1L,12.24,0,681,18,132,56,31,8,1
683,NGC 4643,190.83391,1.97827,G,1333,0.004446,UUN,11.72,0,286,14,129,45,22,15,0
684,NGC 4647,190.88461,11.58187,G,1409,0.0047,S1L,11.94,0,404,11,84,47,35,8,0
685,MESSIER 060,190.91656,11.55271,G,1110,0.003703,UUN,9.81,0,1057,19,192,74,47,15,1
686,NGC 4651,190.92763,16.39339,G,800,0.002669,S1L,11.39,0,568,14,151,59,37,10,0
687,NGC 4654,190.98575,13.12668,G,1036,0.003456,S1L,12.0g,0,573,10,161,60,38,18,0
688,NGC 4656,190.99053,32.16815,GPair,646,0.002155,SUN,10.96,0,336,10,92,38,23,6,0
689,NGC 4645,191.04163,-41.74994,G,2630,0.008773,SUN,12.88,0,99,4,50,14,15,19,0
690,NGC 4650,191.08163,-40.73181,G,2953,0.00985,SUN,12.6,0,57,3,48,12,8,19,0
691,NGC 4660,191.13327,11.19053,G,1083,0.003612,UUN,12.16,0,407,11,181,51,28,7,1
692,NGC 4665,191.27497,3.05578,G,912,0.003042,UUN,10.5,0,192,6,87,32,17,12,0
693,NGC 4666,191.2858,-0.46189,G,1513,0.005047,S1L,11.49,0,386,10,178,62,38,12,1
694,NGC 4684,191.823,-2.7274,G,1560,0.005204,UUN,12.38,0,160,4,92,40,19,11,1
695,NGC 4689,191.93985,13.76281,G,1604,0.00535,SLS,11.6B,0,424,10,115,52,40,15,1
696,NGC 4691,192.05679,-3.33271,G,1120,0.003736,SLS,12.0g,0,274,9,118,45,28,10,1
697,NGC 4694,192.06283,10.98361,G,1160,0.003869,S1L,12.06,0,285,4,99,45,32,7,0
698,NGC 4698,192.09545,8.48738,G,1009,0.003366,S1L,11.46,0,495,15,139,65,41,11,0
699,NGC 4697,192.14949,-5.80074,G,1241,0.00414,SUN,10.14,0,689,17,160,50,31,8,2
700,NGC 4696,192.20521,-41.31083,G,2969,0.009904,SUN,11.39,0,411,13,164,44,34,18,0
701,NGC 4699,192.2593,-8.66486,G,1394,0.00465,SUN,10.41,0,245,12,86,24,18,7,1
702,NGC 4700,192.28396,-11.40986,G,1409,0.0047,UUN,12.63,0,106,6,51,28,15,5,0
703,2MASS J12493863+1509519,192.41084,15.16421,PofG,1227,0.004093,SLS,11.7g,0,8,0,41,5,3,8,0
704,NGC 4710,192.4118,15.16545,G,1102,0.003676,UUN,11.91,0,320,9,106,51,28,8,0
705,NGC 4713,192.49114,5.3114,G,654,0.002183,UUN,12.4g,0,344,6,175,59,44,15,0
706,NGC 4709,192.51617,-41.38197,G,4678,0.015604,SUN,12,0,117,5,84,20,19,21,0
707,NGC 4719,192.53632,33.15915,G,7071,0.023586,SLS,13.8g,0,124,2,84,33,28,11,0
708,NGC 4725,192.61076,25.5008,G,1209,0.004033,S1L,10.11,0,670,18,273,83,35,12,0
709,MESSIER 094,192.72109,41.12046,G,308,0.001027,S1L,8.99,0,1197,37,282,100,43,8,1
710,NGC 4731,192.75454,-6.39306,G,1491,0.004973,S1L,11.9,0,182,7,55,32,19,7,1
711,ESO 507- G 025,192.88267,-26.45208,G,3234,0.010788,S1L,13.02,0,89,2,75,28,20,18,0
712,NGC 4742,192.95017,-10.45472,G,1270,0.004236,SUN,12.83,0,228,5,83,26,13,7,0
713,IC 3829,193.05542,-29.84067,G,2833,0.00945,SLS,12.55,0,45,0,53,14,8,18,0
714,NGC 4754,193.0729,11.31389,G,1351,0.004506,UUN,11.52,0,315,10,141,45,19,12,0
715,NGC 4753,193.09213,-1.19969,G,1163,0.003879,UUN,10.85,0,322,10,90,39,23,8,0
716,NGC 4762,193.23354,11.23081,G,986,0.003289,UUN,11.12,0,404,9,108,40,25,8,0
717,NGC 4760,193.28012,-10.49419,G,4762,0.015884,SUN,12.88,0,125,5,93,25,16,6,0
718,SDSS J125328.52+021001.1,193.36885,2.16699,PofG,1028,0.003429,SLS,13.1g,0,2,0,21,4,4,4,0
719,NGC 4772,193.37151,2.16838,G,1040,0.003469,SUN,11.96,0,275,9,133,58,34,13,0
720,NGC 4767,193.47063,-39.71431,G,2995,0.00999,SUN,12.51,0,102,3,70,13,14,19,0
721,NGC 4781,193.59896,-10.53719,G,1260,0.004203,SUN,11.72,0,173,8,65,26,15,6,0
722,VV 201,193.65083,-12.56306,GPair,4886,0.016299,S1L,13.5,0,130,13,46,5,3,0,1
723,NGC 4800,193.65748,46.53116,G,836,0.00279,SLS,12.3,0,180,6,80,31,16,10,0
724,NGC 4793,193.66925,28.93867,G,2484,0.008286,S1L,12.3,0,238,7,97,50,38,8,0
725,PKS 1252-441,193.73964,-44.41572,G,12321,0.041098,SLS,15.5,0,43,0,45,27,12,2,0
726,NGC 4808,193.95396,4.30411,G,760,0.002535,S1L,12.35,0,263,4,98,49,33,7,0
727,IC 3896,194.18013,-50.34686,G,2046,0.006825,SUN,12.1,0,67,3,47,8,9,16,0
728,MESSIER 064,194.18184,21.68297,G,409,0.001364,S1L,9.36,0,827,24,298,91,32,10,0
